Auction_ID,Agent,Round,My_Bid,My_Max,My_Min
6c7e9de3-a606-475a-8360-ee99fa320537,provider_0,1,92.0,92,38
6c7e9de3-a606-475a-8360-ee99fa320537,provider_0,2,64.0,92,38
6c7e9de3-a606-475a-8360-ee99fa320537,provider_0,3,40.0,92,38
6c7e9de3-a606-475a-8360-ee99fa320537,provider_0,4,59.0,92,38
6c7e9de3-a606-475a-8360-ee99fa320537,provider_0,5,61.0,92,38
6c7e9de3-a606-475a-8360-ee99fa320537,provider_0,6,51.0,92,38
6c7e9de3-a606-475a-8360-ee99fa320537,provider_0,7,66.0,92,38
6c7e9de3-a606-475a-8360-ee99fa320537,provider_0,8,52.0,92,38
6c7e9de3-a606-475a-8360-ee99fa320537,provider_0,9,47.0,92,38
6c7e9de3-a606-475a-8360-ee99fa320537,provider_0,10,39.0,92,38
6c7e9de3-a606-475a-8360-ee99fa320537,provider_1,1,40.0,40,21
6c7e9de3-a606-475a-8360-ee99fa320537,provider_1,2,35.0,40,21
6c7e9de3-a606-475a-8360-ee99fa320537,provider_1,3,31.0,40,21
6c7e9de3-a606-475a-8360-ee99fa320537,provider_1,4,27.0,40,21
6c7e9de3-a606-475a-8360-ee99fa320537,provider_1,5,26.0,40,21
6c7e9de3-a606-475a-8360-ee99fa320537,provider_1,6,26.0,40,21
6c7e9de3-a606-475a-8360-ee99fa320537,provider_1,7,26.0,40,21
6c7e9de3-a606-475a-8360-ee99fa320537,provider_1,8,26.0,40,21
6c7e9de3-a606-475a-8360-ee99fa320537,provider_1,9,24.0,40,21
6c7e9de3-a606-475a-8360-ee99fa320537,provider_1,10,24.0,40,21
6c7e9de3-a606-475a-8360-ee99fa320537,provider_2,1,91.0,91,21
6c7e9de3-a606-475a-8360-ee99fa320537,provider_2,2,59.0,91,21
6c7e9de3-a606-475a-8360-ee99fa320537,provider_2,3,49.0,91,21
6c7e9de3-a606-475a-8360-ee99fa320537,provider_2,4,43.0,91,21
6c7e9de3-a606-475a-8360-ee99fa320537,provider_2,5,42.0,91,21
6c7e9de3-a606-475a-8360-ee99fa320537,provider_2,6,25.0,91,21
6c7e9de3-a606-475a-8360-ee99fa320537,provider_2,7,31.0,91,21
6c7e9de3-a606-475a-8360-ee99fa320537,provider_2,8,47.0,91,21
6c7e9de3-a606-475a-8360-ee99fa320537,provider_2,9,44.0,91,21
6c7e9de3-a606-475a-8360-ee99fa320537,provider_2,10,25.0,91,21
6c7e9de3-a606-475a-8360-ee99fa320537,provider_3,1,86.0,86,24
6c7e9de3-a606-475a-8360-ee99fa320537,provider_3,2,60.0,86,24
6c7e9de3-a606-475a-8360-ee99fa320537,provider_3,3,49.0,86,24
6c7e9de3-a606-475a-8360-ee99fa320537,provider_3,4,45.0,86,24
6c7e9de3-a606-475a-8360-ee99fa320537,provider_3,5,40.0,86,24
6c7e9de3-a606-475a-8360-ee99fa320537,provider_3,6,40.0,86,24
6c7e9de3-a606-475a-8360-ee99fa320537,provider_3,7,47.0,86,24
6c7e9de3-a606-475a-8360-ee99fa320537,provider_3,8,42.0,86,24
6c7e9de3-a606-475a-8360-ee99fa320537,provider_3,9,38.0,86,24
6c7e9de3-a606-475a-8360-ee99fa320537,provider_3,10,34.0,86,24
6c7e9de3-a606-475a-8360-ee99fa320537,provider_4,1,99.0,99,33
6c7e9de3-a606-475a-8360-ee99fa320537,provider_4,2,60.0,99,33
6c7e9de3-a606-475a-8360-ee99fa320537,provider_4,3,52.0,99,33
6c7e9de3-a606-475a-8360-ee99fa320537,provider_4,4,42.0,99,33
6c7e9de3-a606-475a-8360-ee99fa320537,provider_4,5,67.0,99,33
6c7e9de3-a606-475a-8360-ee99fa320537,provider_4,6,54.0,99,33
6c7e9de3-a606-475a-8360-ee99fa320537,provider_4,7,55.0,99,33
6c7e9de3-a606-475a-8360-ee99fa320537,provider_4,8,45.0,99,33
6c7e9de3-a606-475a-8360-ee99fa320537,provider_4,9,49.0,99,33
